_id,name,factorIds,createdAt,archivedAt
YnP6jyFW8t26fPnFQ,Test,"xWQjpcmpuWmZXGA7P,pWeADdnYht6s2XmXy,8s4mWKpqFF83FP3X6,WPMyAs4AHQkRbejSw,XxGKfzAdshtarMJ8v,ivrbpviGCdXTDsEiZ,hsiunZ8b68hKxbnPM",2023-06-28T21:23:48Z,2021-03-31T21:24:06Z
Q46GKaEprePmDPcXp,pilot,"xWQjpcmpuWmZXGA7P,pWeADdnYht6s2XmXy,8s4mWKpqFF83FP3X6,bMLyzSZu2NMqPxMp3,XxGKfzAdshtarMJ8v,ivrbpviGCdXTDsEiZ,hsiunZ8b68hKxbnPM",2023-06-28T21:23:48Z,2021-03-31T20:01:42Z
HG46aYztpnLu4sNer,Dyad,"xWQjpcmpuWmZXGA7Q,pWeADdnYht6s2XmXy,PhWBYRyqGv7hpZbKm,WPMyAs4AHQkRbejSw,XxGKfzAdshtarMJ8v,ivrbpviGCdXTDsEiZ,hsiunZ8b68hKxbnPM",2023-06-28T21:23:48Z,2021-03-31T21:24:07Z
WbAdN9fu6ofXhMbvY,Quad,"xWQjpcmpuWmZXGA7R,pWeADdnYht6s2XmXy,PhWBYRyqGv7hpZbKm,WPMyAs4AHQkRbejSw,XxGKfzAdshtarMJ8v,ivrbpviGCdXTDsEiZ,hsiunZ8b68hKxbnPM",2023-06-28T21:23:48Z,2021-03-31T21:24:07Z
n4ASXarMoLYYpwhbT,Pair,"xWQjpcmpuWmZXGA7Q,pWeADdnYht6s2XmXy,PhWBYRyqGv7hpZbKm,bMLyzSZu2NMqPxMp3,XxGKfzAdshtarMJ8v,ivrbpviGCdXTDsEiZ",2023-06-28T21:23:48Z,2021-05-04T21:26:50Z
pK9oTW9x9CirPfRN2,Triad,"xWQjpcmpuWmZXGA7P,pWeADdnYht6s2XmXy,PhWBYRyqGv7hpZbKm,bMLyzSZu2NMqPxMp3,XxGKfzAdshtarMJ8v,ivrbpviGCdXTDsEiZ",2023-06-28T21:23:48Z,2021-05-04T21:26:50Z
JzRqCanY7AvqyndXj,Four,"xWQjpcmpuWmZXGA7R,pWeADdnYht6s2XmXy,PhWBYRyqGv7hpZbKm,bMLyzSZu2NMqPxMp3,XxGKfzAdshtarMJ8v,ivrbpviGCdXTDsEiZ",2023-06-28T21:23:48Z,2021-05-04T21:26:51Z
NyXtYYzxjTL3uYaJp,pairRotate,"xWQjpcmpuWmZXGA7Q,pWeADdnYht6s2XmXy,PhWBYRyqGv7hpZbKm,bMLyzSZu2NMqPxMp3,XxGKfzAdshtarMJ8v,ivrbpviGCdXTDsEiZ,oEDKTJQ28zhdQoLio",2023-06-28T21:23:48Z,2022-07-13T18:09:30Z
x5fmgGufAdk6DaMuY,quadRotate,"xWQjpcmpuWmZXGA7R,pWeADdnYht6s2XmXy,PhWBYRyqGv7hpZbKm,bMLyzSZu2NMqPxMp3,XxGKfzAdshtarMJ8v,ivrbpviGCdXTDsEiZ,oEDKTJQ28zhdQoLio",2023-06-28T21:23:48Z,2022-09-26T18:34:50Z
nuYKfdLTkr7YbC5wa,trioRotate,"xWQjpcmpuWmZXGA7P,pWeADdnYht6s2XmXy,PhWBYRyqGv7hpZbKm,bMLyzSZu2NMqPxMp3,XxGKfzAdshtarMJ8v,ivrbpviGCdXTDsEiZ,oEDKTJQ28zhdQoLio",2023-06-28T21:23:48Z,2022-09-26T18:34:49Z
9XEao5rYFvRtMELxu,test5,"Pcrt2kDc8zeyzPkSF,pWeADdnYht6s2XmXy,LMzjqBSyMLbrryc6X,WPMyAs4AHQkRbejSw,XxGKfzAdshtarMJ8v,ivrbpviGCdXTDsEiZ,oEDKTJQ28zhdQoLio",2023-06-28T21:23:48Z,2022-09-26T18:34:48Z
94gBdxuzGdfTg4pAo,testnoro,"xWQjpcmpuWmZXGA7Q,pWeADdnYht6s2XmXy,LMzjqBSyMLbrryc6X,bMLyzSZu2NMqPxMp3,XxGKfzAdshtarMJ8v,ivrbpviGCdXTDsEiZ,jME2yssyFLXbASN8T",2023-06-28T21:23:48Z,2022-03-17T17:34:03Z
BDebSifASh33T3Tw5,6noRo,"gK2vDSr5Yc2vPhFxq,pWeADdnYht6s2XmXy,STrYPy3iToz6XDo9d,bMLyzSZu2NMqPxMp3,XxGKfzAdshtarMJ8v,ivrbpviGCdXTDsEiZ,jME2yssyFLXbASN8T",2023-06-28T21:23:48Z,2022-09-26T18:34:47Z
aGoYPh6TeNFoQ2LEN,3test,"xWQjpcmpuWmZXGA7P,pWeADdnYht6s2XmXy,LMzjqBSyMLbrryc6X,bMLyzSZu2NMqPxMp3,XxGKfzAdshtarMJ8v,ivrbpviGCdXTDsEiZ,oEDKTJQ28zhdQoLio,owZenExB498es2QBn",2023-06-28T21:23:48Z,2022-07-01T23:16:14Z
tpYe7DJuaoAM4noso,3full,"xWQjpcmpuWmZXGA7P,pWeADdnYht6s2XmXy,STrYPy3iToz6XDo9d,bMLyzSZu2NMqPxMp3,XxGKfzAdshtarMJ8v,ivrbpviGCdXTDsEiZ,oEDKTJQ28zhdQoLio,gjMzeXEASNnNzEGyz",2023-06-28T21:23:48Z,2022-09-26T18:34:46Z
vRHeHqQfQaAHemiA6,6-full,"gK2vDSr5Yc2vPhFxq,pWeADdnYht6s2XmXy,STrYPy3iToz6XDo9d,bMLyzSZu2NMqPxMp3,XxGKfzAdshtarMJ8v,ivrbpviGCdXTDsEiZ,oEDKTJQ28zhdQoLio,gjMzeXEASNnNzEGyz",2023-06-28T21:23:48Z,2022-09-26T18:34:46Z
4Dic8YNgZokP5XFjW,recording,"xWQjpcmpuWmZXGA7P,pWeADdnYht6s2XmXy,STrYPy3iToz6XDo9d,WPMyAs4AHQkRbejSw,XxGKfzAdshtarMJ8v,ivrbpviGCdXTDsEiZ,oEDKTJQ28zhdQoLio,owZenExB498es2QBn",2023-06-28T21:23:48Z,2022-09-26T18:34:45Z
6vuQ8tupptMpiRuB7,testemoji,"xWQjpcmpuWmZXGA7Q,pWeADdnYht6s2XmXy,LMzjqBSyMLbrryc6X,bMLyzSZu2NMqPxMp3,XxGKfzAdshtarMJ8v,ivrbpviGCdXTDsEiZ,jME2yssyFLXbASN8T,gjMzeXEASNnNzEGyz,6oMpybFsCSGAGstWB",2023-06-28T21:23:49Z,2022-09-26T18:34:44Z
J5xHSgBY96uPhMyQF,testemoji2,"gK2vDSr5Yc2vPhFxq,pWeADdnYht6s2XmXy,LMzjqBSyMLbrryc6X,bMLyzSZu2NMqPxMp3,XxGKfzAdshtarMJ8v,ivrbpviGCdXTDsEiZ,oEDKTJQ28zhdQoLio,owZenExB498es2QBn,6oMpybFsCSGAGstWB",2023-06-28T21:23:49Z,2022-09-26T18:34:43Z
n65SPAnv2HM5P8a9F,testmoji3,"xWQjpcmpuWmZXGA7P,pWeADdnYht6s2XmXy,STrYPy3iToz6XDo9d,WPMyAs4AHQkRbejSw,XxGKfzAdshtarMJ8v,ivrbpviGCdXTDsEiZ,jME2yssyFLXbASN8T,owZenExB498es2QBn,6oMpybFsCSGAGstWB",2023-06-28T21:23:49Z,2022-09-26T18:34:42Z
3fRHyPvr2ZpX7Qub8,testtesttest,"gK2vDSr5Yc2vPhFxq,pWeADdnYht6s2XmXy,STrYPy3iToz6XDo9d,bMLyzSZu2NMqPxMp3,XxGKfzAdshtarMJ8v,ivrbpviGCdXTDsEiZ,oEDKTJQ28zhdQoLio,owZenExB498es2QBn,HTypbt58boQQ8o7GB",2023-06-28T21:23:49Z,2022-09-26T18:34:42Z
