_id,id,urlParams,bot,readyAt,timeoutStartedAt,timeoutWaitCount,exitStepsDone,exitAt,exitStatus,exitReason,retiredAt,retiredReason,createdAt,lastLogin,data.tangramURLs,data.role,data.clicked
44AvMCLLPh3R5LSew,id70,"{""playerIdKey"":""id70""}",,2024-04-10T21:02:34Z,,,,2024-04-10T21:09:33Z,finished,,,,2024-04-10T21:00:03Z,"{""at"":""2024-04-10T21:00:03.666Z""}","/experiment/E1.jpg,/experiment/D1.jpg",listener,/experiment/E1.jpg
winzLi5x3sKeido86,id71,"{""playerIdKey"":""id71""}",,2024-04-10T21:02:36Z,,,,2024-04-10T21:09:33Z,finished,,,,2024-04-10T21:00:12Z,"{""at"":""2024-04-10T21:00:12.459Z""}","/experiment/E1.jpg,/experiment/D1.jpg",speaker,false
YqQsuWk7ZmsvX4y6x,id73,"{""playerIdKey"":""id73""}",,2024-04-10T22:23:21Z,,,,2024-04-10T22:28:19Z,finished,,,,2024-04-10T21:59:43Z,"{""at"":""2024-04-10T21:59:43.783Z""}","/experiment/D1.jpg,/experiment/I1.jpg",listener,/experiment/I1.jpg
dmbkYstoeSsZqfz9k,id72,"{""playerIdKey"":""id72""}",,2024-04-10T22:23:22Z,,,,2024-04-10T22:28:19Z,finished,,,,2024-04-10T21:59:57Z,"{""at"":""2024-04-10T21:59:57.534Z""}","/experiment/D1.jpg,/experiment/I1.jpg",speaker,false
TCZzC2hm246G6GEoS,124,"{""playerIdKey"":""124""}",,,,,,2024-04-12T21:12:46Z,gameFull,,,,2024-04-12T21:12:23Z,"{""at"":""2024-04-12T21:13:20.954Z""}",,,
FzQKZDG5ba6TPLMHP,apple123,"{""playerIdKey"":""apple123""}",,2024-04-12T22:24:39Z,,,,2024-04-12T22:32:08Z,finished,,,,2024-04-12T21:14:43Z,"{""at"":""2024-04-12T22:18:05.993Z""}","/experiment/I1.jpg,/experiment/E1.jpg",speaker,false
pGJCcvmmCp6RjwAqP,pear124,"{""playerIdKey"":""pear124""}",,2024-04-12T22:24:36Z,,,,2024-04-12T22:32:08Z,finished,,,,2024-04-12T21:14:50Z,"{""at"":""2024-04-12T21:14:50.263Z""}","/experiment/E1.jpg,/experiment/I1.jpg",listener,/experiment/E1.jpg
BzL5uwu9d7jj6GGRL,pear125,"{""playerIdKey"":""pear125""}",,,,,,2024-04-12T22:40:54Z,gameFull,,,,2024-04-12T22:38:44Z,"{""at"":""2024-04-12T22:38:44.239Z""}",,,
PqmMXiafa6qena7cp,apple126,"{""playerIdKey"":""apple126""}",,,,,,2024-04-12T22:40:54Z,gameFull,,,,2024-04-12T22:38:49Z,"{""at"":""2024-04-12T22:38:49.223Z""}",,,
tLjerSJXueMuGoRPk,apple127,"{""playerIdKey"":""apple127""}",,2024-04-12T22:43:49Z,,,,2024-04-12T22:51:18Z,finished,,,,2024-04-12T22:41:23Z,"{""at"":""2024-04-12T22:41:23.894Z""}","/experiment/B1.jpg,/experiment/E1.jpg",listener,/experiment/B1.jpg
eNvBDSv9jpbDj2EMB,pear128,"{""playerIdKey"":""pear128""}",,2024-04-12T22:43:52Z,,,,2024-04-12T22:51:18Z,finished,,,,2024-04-12T22:41:28Z,"{""at"":""2024-04-12T22:41:28.862Z""}","/experiment/E1.jpg,/experiment/B1.jpg",speaker,false
XxH24HbshYW9pSrpa,78,"{""playerIdKey"":""78""}",,,,,,2024-05-22T20:48:34Z,gameFull,,,,2024-04-24T20:44:01Z,"{""at"":""2024-05-22T20:59:37.479Z""}",,,
PajpEcLqFth2Ch6th,79,"{""playerIdKey"":""79""}",,,,,,2024-05-22T20:48:34Z,gameFull,,,,2024-04-24T20:46:04Z,"{""at"":""2024-05-22T20:59:32.414Z""}",,,
R4kpBMCfLjPmCGjHw,80,"{""playerIdKey"":""80""}",,2024-05-22T21:02:58Z,,,,2024-05-22T21:09:51Z,finished,,,,2024-05-22T21:00:13Z,"{""at"":""2024-05-22T21:00:13.552Z""}","/experiment/D1.jpg,/experiment/I1.jpg",listener,/experiment/I1.jpg
xFHSqNqpYeL6FJsph,81,"{""playerIdKey"":""81""}",,2024-05-22T21:02:57Z,,,,2024-05-22T21:09:51Z,finished,,,,2024-05-22T21:00:23Z,"{""at"":""2024-05-22T21:00:23.068Z""}","/experiment/I1.jpg,/experiment/D1.jpg",speaker,false
bCgcGxuBwvvKoqDDf,82,"{""playerIdKey"":""82""}",,2024-05-22T21:31:47Z,,,,2024-05-22T21:33:42Z,gameCancelled,,,,2024-05-22T21:29:03Z,"{""at"":""2024-05-22T21:33:39.162Z""}","/experiment/bird.jpeg,/experiment/dog.png",speaker,false
dXYf3uYrb47drAPc4,83,"{""playerIdKey"":""83""}",,2024-05-22T21:31:47Z,,,,2024-05-22T21:33:42Z,gameCancelled,,,,2024-05-22T21:29:10Z,"{""at"":""2024-05-22T21:33:48.176Z""}","/experiment/dog.png,/experiment/bird.jpeg",listener,false
cyrcy2HBFcNBtsg4h,85,"{""playerIdKey"":""85""}",,2024-05-22T21:35:08Z,,,,2024-05-22T21:41:06Z,finished,,,,2024-05-22T21:33:57Z,"{""at"":""2024-05-22T21:41:41.865Z""}","/experiment/B1.jpg,/experiment/D1.jpg",speaker,false
KFFQNQ7pvBSuzuGLW,84,"{""playerIdKey"":""84""}",,2024-05-22T21:34:54Z,,,,2024-05-22T21:41:06Z,finished,,,,2024-05-22T21:34:05Z,"{""at"":""2024-05-22T21:34:05.246Z""}","/experiment/B1.jpg,/experiment/D1.jpg",listener,/experiment/B1.jpg
GtW86SB2HnkujEQmc,apple222,"{""playerIdKey"":""apple222""}",,,,,,2024-05-24T21:11:29Z,gameFull,,,,2024-05-24T20:58:36Z,"{""at"":""2024-05-24T20:58:36.226Z""}",,,
i9pA6k4H6kb4JYN87,pear111,"{""playerIdKey"":""pear111""}",,,,,,2024-05-24T21:11:29Z,gameFull,,,,2024-05-24T20:58:42Z,"{""at"":""2024-05-24T20:58:42.979Z""}",,,
rYQCSSd2cuFN8iytE,pear222,"{""playerIdKey"":""pear222""}",,2024-05-24T21:14:46Z,,,,2024-05-24T21:19:46Z,finished,,,,2024-05-24T21:11:53Z,"{""at"":""2024-05-31T21:08:25.508Z""}","/experiment/D1.jpg,/experiment/I1.jpg",listener,/experiment/D1.jpg
x9GdMs72QeL9tzYLK,apple111,"{""playerIdKey"":""apple111""}",,2024-05-24T21:14:47Z,,,,2024-05-24T21:19:46Z,finished,,,,2024-05-24T21:11:53Z,"{""at"":""2024-05-31T21:09:25.315Z""}","/experiment/I1.jpg,/experiment/D1.jpg",speaker,false
LXceLbLw3TggdGY6N,pear444,"{""playerIdKey"":""pear444""}",,2024-05-24T21:31:08Z,,,,2024-05-24T21:38:04Z,finished,,,,2024-05-24T21:28:11Z,"{""at"":""2024-05-24T21:28:11.569Z""}","/experiment/E1.jpg,/experiment/B1.jpg",listener,/experiment/B1.jpg
Q2B8YYWA2iCgX9NJD,apple333,"{""playerIdKey"":""apple333""}",,2024-05-24T21:31:10Z,,,,2024-05-24T21:38:04Z,finished,,,,2024-05-24T21:28:11Z,"{""at"":""2024-05-24T21:28:11.559Z""}","/experiment/B1.jpg,/experiment/E1.jpg",speaker,false
QtLrotQ93ezYGxqrD,86,"{""playerIdKey"":""86""}",,2024-05-29T21:11:15Z,,,,2024-05-29T21:21:15Z,gameCancelled,,,,2024-05-29T20:54:52Z,"{""at"":""2024-05-29T20:54:52.189Z""}","/experiment/I1.jpg,/experiment/B1.jpg",listener,false
8tkeGX73sYjXZ2Stz,87,"{""playerIdKey"":""87""}",,2024-05-29T21:11:14Z,,,,2024-05-29T21:21:15Z,gameCancelled,,,,2024-05-29T20:55:02Z,"{""at"":""2024-05-29T20:56:00.772Z""}","/experiment/B1.jpg,/experiment/I1.jpg",speaker,false
fzJoXvmjSoKcdaBCF,89,"{""playerIdKey"":""89""}",,2024-05-29T21:27:50Z,,,,2024-05-29T21:38:58Z,finished,,,,2024-05-29T21:22:12Z,"{""at"":""2024-05-29T21:25:39.425Z""}","/experiment/I1.jpg,/experiment/D1.jpg",listener,/experiment/I1.jpg
ciAi77ozvS6vJpgq4,88,"{""playerIdKey"":""88""}",,2024-05-29T21:27:50Z,,,,2024-05-29T21:38:58Z,finished,,,,2024-05-29T21:22:17Z,"{""at"":""2024-05-29T21:27:44.775Z""}","/experiment/D1.jpg,/experiment/I1.jpg",speaker,false
Nw4PKQk5SmPathdy3,apple255,"{""playerIdKey"":""apple255""}",,2024-05-31T21:24:02Z,,,,2024-05-31T21:33:05Z,finished,,,,2024-05-31T21:09:39Z,"{""at"":""2024-05-31T21:33:33.857Z""}","/experiment/D1.jpg,/experiment/I1.jpg",speaker,false
9EsapAj7YwJk8BjxT,pear256,"{""playerIdKey"":""pear256""}",,,,,,2024-05-31T21:24:02Z,gameFull,,,,2024-05-31T21:09:46Z,"{""at"":""2024-05-31T21:09:47.016Z""}",,,
Ha65QcSCAZP8vorq2,pear257,"{""playerIdKey"":""pear257""}",,2024-05-31T21:24:01Z,,,,2024-05-31T21:33:05Z,finished,,,,2024-05-31T21:21:07Z,"{""at"":""2024-05-31T21:21:07.742Z""}","/experiment/I1.jpg,/experiment/D1.jpg",listener,/experiment/D1.jpg
9hGKMDi9QukqozTv2,pear28,"{""playerIdKey"":""pear28""}",,,,,,2024-06-05T20:52:23Z,gameFull,,,,2024-05-31T21:57:19Z,"{""at"":""2024-05-31T21:57:20.058Z""}",,,
sC5LJpMH4qMNBtwsL,apple29,"{""playerIdKey"":""apple29""}",,,,,,2024-06-05T20:52:23Z,gameFull,,,,2024-05-31T21:57:29Z,"{""at"":""2024-05-31T21:57:29.989Z""}",,,
ttZtD8yeHN6N4WvxC,96,"{""playerIdKey"":""96""}",,2024-06-05T21:05:50Z,,,,2024-06-05T21:10:34Z,finished,,,,2024-06-05T20:52:32Z,"{""at"":""2024-06-05T20:52:32.491Z""}","/experiment/B1.jpg,/experiment/E1.jpg",speaker,false
eacmPfRPB8NnMc7oD,97,"{""playerIdKey"":""97""}",,2024-06-05T21:05:47Z,,,,2024-06-05T21:10:34Z,finished,,,,2024-06-05T20:53:15Z,"{""at"":""2024-06-05T20:55:24.643Z""}","/experiment/E1.jpg,/experiment/B1.jpg",listener,/experiment/B1.jpg
WscJqrmfh4nwdNHyR,99,"{""playerIdKey"":""99""}",,2024-06-05T21:23:52Z,,,,2024-06-05T21:32:14Z,finished,,,,2024-06-05T21:20:55Z,"{""at"":""2024-06-05T21:20:55.149Z""}","/experiment/E1.jpg,/experiment/B1.jpg",speaker,false
5qrMbszerrfKzRHTs,98,"{""playerIdKey"":""98""}",,2024-06-05T21:23:52Z,,,,2024-06-05T21:32:14Z,finished,,,,2024-06-05T21:21:01Z,"{""at"":""2024-06-05T21:21:01.962Z""}","/experiment/B1.jpg,/experiment/E1.jpg",listener,/experiment/B1.jpg
PdT5myDNwPPhXD688,dklagjlkd,"{""playerIdKey"":""dklagjlkd""}",,2024-06-24T20:57:08Z,,,,2024-06-24T21:02:13Z,finished,,,,2024-06-24T20:51:40Z,"{""at"":""2024-06-24T20:51:40.863Z""}","/experiment/I1.jpg,/experiment/B1.jpg",speaker,false
YF9JHdcAyHefCYf6w,testing,"{""playerIdKey"":""testing""}",,2024-06-24T20:57:03Z,,,,2024-06-24T21:02:13Z,finished,,,,2024-06-24T20:52:56Z,"{""at"":""2024-07-03T21:36:33.717Z""}","/experiment/I1.jpg,/experiment/B1.jpg",listener,/experiment/B1.jpg
3PTKq2k9oKr4kTivx,id100,"{""playerIdKey"":""id100""}",,2024-07-03T21:45:06Z,,,,2024-07-03T22:37:54Z,gameCancelled,,,,2024-07-03T21:37:56Z,"{""at"":""2024-07-08T20:07:36.150Z""}","/experiment/B1.jpg,/experiment/D1.jpg",listener,false
f3j8Fhi9Q4pdaAXCt,id101,"{""playerIdKey"":""id101""}",,2024-07-03T21:45:08Z,,,,2024-07-03T22:37:54Z,gameCancelled,,,,2024-07-03T21:38:07Z,"{""at"":""2024-07-08T20:07:44.029Z""}","/experiment/D1.jpg,/experiment/B1.jpg",speaker,false
3AKh4Zxq4fseaKr99,2000,"{""playerIdKey"":""2000""}",,,,,,2024-07-05T18:01:05Z,gameFull,,,,2024-07-05T17:40:21Z,"{""at"":""2024-07-05T18:07:15.591Z""}",,,
sgcZzeKt4chWdi4wm,2001,"{""playerIdKey"":""2001""}",,,,,,2024-07-05T18:01:05Z,gameFull,,,,2024-07-05T17:40:31Z,"{""at"":""2024-07-05T18:07:13.304Z""}",,,
WQBjiS8Nk93iWjbuy,2003,"{""playerIdKey"":""2003""}",,2024-07-05T18:11:23Z,,,,2024-07-05T18:16:42Z,finished,,,,2024-07-05T18:07:22Z,"{""at"":""2024-07-05T18:07:22.940Z""}","/experiment/E1.jpg,/experiment/D1.jpg",speaker,false
nWq9NHEgSZMQ8XM3p,2002,"{""playerIdKey"":""2002""}",,2024-07-05T18:11:21Z,,,,2024-07-05T18:16:42Z,finished,,,,2024-07-05T18:07:32Z,"{""at"":""2024-07-05T18:07:32.217Z""}","/experiment/E1.jpg,/experiment/D1.jpg",listener,/experiment/E1.jpg
aat9Yz8XYbCvs54an,2005,"{""playerIdKey"":""2005""}",,2024-07-05T18:32:09Z,,,,2024-07-05T18:37:08Z,finished,,,,2024-07-05T18:25:41Z,"{""at"":""2024-07-05T18:25:41.259Z""}","/experiment/E1.jpg,/experiment/D1.jpg",speaker,false
SSmwubqK6Ls4Xun2d,2004,"{""playerIdKey"":""2004""}",,2024-07-05T18:32:11Z,,,,2024-07-05T18:37:08Z,finished,,,,2024-07-05T18:25:54Z,"{""at"":""2024-07-05T18:25:54.155Z""}","/experiment/D1.jpg,/experiment/E1.jpg",listener,/experiment/E1.jpg
56K58QwQ9n5pRwAfN,id102,"{""playerIdKey"":""id102""}",,2024-07-08T20:53:24Z,,,,2024-07-08T21:04:29Z,finished,,,,2024-07-08T20:08:55Z,"{""at"":""2024-07-08T20:08:55.355Z""}","/experiment/E1.jpg,/experiment/D1.jpg",speaker,false
4bH4nNLSzbSPmh9zv,id103,"{""playerIdKey"":""id103""}",,2024-07-08T20:55:45Z,,,,2024-07-08T21:04:29Z,finished,,,,2024-07-08T20:09:03Z,"{""at"":""2024-07-08T21:27:42.683Z""}","/experiment/E1.jpg,/experiment/D1.jpg",listener,/experiment/E1.jpg
QyEFzF9h6cQRDeuMB,id105,"{""playerIdKey"":""id105""}",,2024-07-08T22:25:17Z,,,,2024-07-08T22:32:35Z,cancelled,adminCancelled,,,2024-07-08T21:27:34Z,"{""at"":""2024-07-08T22:33:00.103Z""}","/experiment/E1.jpg,/experiment/I1.jpg",listener,false
gpGwZ67sSuynG27dd,id104,"{""playerIdKey"":""id104""}",,2024-07-08T22:25:19Z,,,,2024-07-08T22:32:35Z,cancelled,adminCancelled,,,2024-07-08T21:27:56Z,"{""at"":""2024-07-08T21:27:56.160Z""}","/experiment/E1.jpg,/experiment/I1.jpg",speaker,false
3EHXcEcTFEv3snp25,id107,"{""playerIdKey"":""id107""}",,2024-07-08T22:35:04Z,,,,2024-07-08T22:48:34Z,cancelled,adminCancelled,,,2024-07-08T22:33:11Z,"{""at"":""2024-07-08T22:51:57.016Z""}","/experiment/B1.jpg,/experiment/I1.jpg",listener,/experiment/B1.jpg
ZkKwiugesBCvPbYEf,id106,"{""playerIdKey"":""id106""}",,2024-07-08T22:35:05Z,,,,2024-07-08T22:48:34Z,cancelled,adminCancelled,,,2024-07-08T22:33:21Z,"{""at"":""2024-07-08T22:33:21.871Z""}","/experiment/B1.jpg,/experiment/I1.jpg",speaker,false
WNZuSbmMnKf5AeenN,id108,"{""playerIdKey"":""id108""}",,2024-07-09T16:47:46Z,,,,2024-07-09T16:55:47Z,finished,,,,2024-07-09T16:12:51Z,"{""at"":""2024-07-09T16:12:51.230Z""}","/experiment/D1.jpg,/experiment/B1.jpg",speaker,false
jSS5pZu4x6eyAJGHh,id109,"{""playerIdKey"":""id109""}",,2024-07-09T16:47:47Z,,,,2024-07-09T16:55:47Z,finished,,,,2024-07-09T16:13:50Z,"{""at"":""2024-07-09T16:13:50.226Z""}","/experiment/B1.jpg,/experiment/D1.jpg",listener,/experiment/D1.jpg
tBh4yNpWL5amgZRsR,id110,"{""playerIdKey"":""id110""}",,2024-07-09T17:53:49Z,,,,2024-07-09T17:59:35Z,finished,,,,2024-07-09T17:16:20Z,"{""at"":""2024-07-09T18:08:02.548Z""}","/experiment/D1.jpg,/experiment/B1.jpg",listener,/experiment/D1.jpg
utG5NgnYPB7QdEdsr,id111,"{""playerIdKey"":""id111""}",,2024-07-09T17:53:52Z,,,,2024-07-09T17:59:35Z,finished,,,,2024-07-09T17:16:51Z,"{""at"":""2024-07-09T17:16:51.714Z""}","/experiment/B1.jpg,/experiment/D1.jpg",speaker,false
