trial,gameId,words,target,distractor
15,yNxLuQYs99rgcor8k,the person holding the triangle,hold,walk
15,yubEzRSKnPkFZDJWS,A airplane,swim,hold
16,2SbQiwYJb6yCs65kq,"a square shaped head, you can see both of the feet, and it has the giant tail",walk,hold
16,5LuHx6piA3FAjEEvF,Animal,jump,hold
16,6FrMxuQqHPG6BQ4id,"human, A superhero human",jump,hold
16,6NZ8uhHHsyQ9m8jRC,Person,jump,hold
16,8Pg9tqNTkvAHXD4YW,A person with triangle feet,hold,jump
16,D6vdTyHjB9pWy9oTk,Racecar,swim,walk
16,DD5546uyAjpEZB7Df,"somebody skydiving, not in the airplane",jump,swim
16,Doyf4BCTAGKcZo7rC,somebody looking up holding a triangle,hold,walk
16,EaHFpvRKrAeZqnBz6,"jump, walking",walk,jump
16,F35AwXNeMjhzbWkKq,A boat,swim,hold
16,GCpwyMdn9qNTNhyqf,A airplane,swim,walk
16,GdxgdDaNrmnpHhnSc,Human,walk,hold
16,KPBNaTzQ8rxDECjgD,"the person, holding its fingers",walk,jump
16,MNMWiBjzQi8sZSRsW,a diamond,hold,walk
16,R83tnLDcgGTD3F4SR,a person rolling down a wall,jump,swim
16,RZu2haHpawM28eRuK,A person fell down,swim,hold
16,S9c9v6fAqdxuedydx,A person,hold,jump
16,TDdHXhZK29W9z7d8H,A human,walk,jump
16,Wm4AvWkcFEBQdeXkF,"one leg and one foot and then a rectangle, hand  and in the rectangle, in the triangle hand, n the rectangle arm, in the rectangle feet and then he’s holding a rectangle magnet tile",hold,swim
16,XA9YvXhM83Tack4qy,airplane,swim,walk
16,XHYAxKnSNRMEbigrq,"walking and head down and eyes down, walking human",walk,hold
16,ZdZx6K6ecNYj9KbGY,a kite,jump,hold
16,eqxTepQjfWyhW5s7a,the person that has a silly thing,jump,hold
16,iRoAhttnXMgZ4Fw3x,a race car and somebody inside,swim,walk
16,ku3ztvaAALvwJNEFk,A person jumping,jump,hold
16,mA6x3S2KxjWJRLBhv,a boat,swim,jump
16,n2qx434RYW8fxnEbP,"the human that is bending down his head like this is having the square, and walking",hold,jump
16,pxT5YubmAaAEgd9T9,someone's jumping,jump,walk
16,sfLKxjjG6efGYekzK,a horse jumping,jump,walk
16,uT4ySBFpCWunpYMmn,race car,swim,jump
16,uidAFavaAGAqJ8HYY,a person flying,jump,swim
16,xwPovSuJgpqMFZruP,A person holding a ball,walk,hold
16,yNxLuQYs99rgcor8k,the one with the triangle,hold,swim
16,yubEzRSKnPkFZDJWS,A person,hold,walk
17,2SbQiwYJb6yCs65kq,"a square, but the head, but the pointy side is kind of to the neck, a heart shape, and the legs are like triangles",jump,swim
17,5LuHx6piA3FAjEEvF,Person walking,walk,swim
17,6FrMxuQqHPG6BQ4id,Airplane,swim,hold
17,6NZ8uhHHsyQ9m8jRC,person,hold,swim
17,8Pg9tqNTkvAHXD4YW,"A boat with a triangle, on its back",swim,hold
17,D6vdTyHjB9pWy9oTk,Human,walk,jump
17,DD5546uyAjpEZB7Df,someone with their triangle hands,hold,jump
17,Doyf4BCTAGKcZo7rC,a airplane,swim,hold
17,EaHFpvRKrAeZqnBz6,someone that is showing his hands,hold,swim
17,F35AwXNeMjhzbWkKq,Somebody jumping,jump,swim
17,GCpwyMdn9qNTNhyqf,Person,walk,hold
17,GdxgdDaNrmnpHhnSc,"A human but two triangles, airplane",swim,walk
17,KPBNaTzQ8rxDECjgD,the beaver,hold,jump
17,MNMWiBjzQi8sZSRsW,a diamond,jump,swim
17,R83tnLDcgGTD3F4SR,a person,walk,jump
17,RZu2haHpawM28eRuK,A person holding a triangle,hold,swim
17,S9c9v6fAqdxuedydx,A person,walk,swim
17,TDdHXhZK29W9z7d8H,A human holding a roof,hold,jump
17,Wm4AvWkcFEBQdeXkF,a rectangle head to a rectangle arm,jump,swim
17,XA9YvXhM83Tack4qy,a man,jump,swim
17,XHYAxKnSNRMEbigrq,"human with head up, with eyes",hold,walk
17,ZdZx6K6ecNYj9KbGY,a person,walk,jump
17,eqxTepQjfWyhW5s7a,"the diamond, the person",walk,swim
17,iRoAhttnXMgZ4Fw3x,someone is jumping,jump,swim
17,ku3ztvaAALvwJNEFk,Holding something,hold,swim
17,mA6x3S2KxjWJRLBhv,a person walking on the sidewalk,walk,hold
17,n2qx434RYW8fxnEbP,the one that's bending down and holding something,swim,hold
17,pxT5YubmAaAEgd9T9,someone that's walking,walk,swim
17,sfLKxjjG6efGYekzK,a boat,swim,hold
17,uT4ySBFpCWunpYMmn,a diamond head,jump,swim
17,uidAFavaAGAqJ8HYY,somebody on the boat,swim,walk
17,xwPovSuJgpqMFZruP,"A ghost, a person",jump,walk
17,yNxLuQYs99rgcor8k,rocks,swim,hold
17,yubEzRSKnPkFZDJWS,Away,jump,walk
18,2SbQiwYJb6yCs65kq,"holding a triangle, a triangle that’s upside down, the diamond head",hold,walk
18,5LuHx6piA3FAjEEvF,Person walking,hold,swim
18,6FrMxuQqHPG6BQ4id,Human,hold,walk
18,6NZ8uhHHsyQ9m8jRC,Person,walk,jump
18,8Pg9tqNTkvAHXD4YW,A person holding a square on its nose,walk,swim
18,D6vdTyHjB9pWy9oTk,Vampire,jump,walk
18,DD5546uyAjpEZB7Df,somebody looking down,walk,swim
18,Doyf4BCTAGKcZo7rC,a person looking down,walk,swim
18,EaHFpvRKrAeZqnBz6,"hopping, jump",jump,walk
18,F35AwXNeMjhzbWkKq,Someone holding a triangle with a head,hold,walk
18,GCpwyMdn9qNTNhyqf,A person,hold,jump
18,GdxgdDaNrmnpHhnSc,Spider,jump,swim
18,KPBNaTzQ8rxDECjgD,the vampire bat,swim,jump
18,MNMWiBjzQi8sZSRsW,square,swim,jump
18,R83tnLDcgGTD3F4SR,a boat,swim,hold
18,RZu2haHpawM28eRuK,A person flying,jump,swim
18,S9c9v6fAqdxuedydx,Person lying down,swim,hold
18,TDdHXhZK29W9z7d8H,Ship,swim,jump
18,WcEaqZRmgk5YCnxPZ,a airplane,jump,swim
18,Wm4AvWkcFEBQdeXkF,"some two legs and then the person walking and then no arms and a body., and a tummy and a square face and then he sits his face down, because he is sad",NA,NA
18,XA9YvXhM83Tack4qy,"a human, a man",walk,hold
18,XHYAxKnSNRMEbigrq,jumper,jump,walk
18,ZdZx6K6ecNYj9KbGY,boat,swim,hold
18,eqxTepQjfWyhW5s7a,the boat,swim,hold
18,iRoAhttnXMgZ4Fw3x,a person holding something,hold,jump
18,ku3ztvaAALvwJNEFk,a person’s lying,swim,hold
18,mA6x3S2KxjWJRLBhv,a man who’s jumping,jump,swim
18,n2qx434RYW8fxnEbP,the ship,jump,walk
18,pxT5YubmAaAEgd9T9,someone that giving a plate to someone with one hand,hold,swim
18,sfLKxjjG6efGYekzK,something that's holding something,hold,jump
18,uT4ySBFpCWunpYMmn,diamond head,hold,walk
18,uidAFavaAGAqJ8HYY,a person holding a trumpet,hold,jump
18,xwPovSuJgpqMFZruP,A squirrel boat,swim,hold
18,yNxLuQYs99rgcor8k,"the one with no hands, only feet on the square head",walk,hold
18,yubEzRSKnPkFZDJWS,Boat,swim,hold
19,2SbQiwYJb6yCs65kq,"a square box and a triangle, and a rectangle here, and a triangle here, with feet and the other one is upside down, and it’s laying down",swim,hold
19,5LuHx6piA3FAjEEvF,Racecar,swim,hold
19,6FrMxuQqHPG6BQ4id,"a human, the one that is walking",walk,jump
19,6NZ8uhHHsyQ9m8jRC,Alligator,swim,walk
19,8Pg9tqNTkvAHXD4YW,A person with triangle feet,jump,hold
19,D6vdTyHjB9pWy9oTk,Human,hold,swim
19,DD5546uyAjpEZB7Df,someone in an airplane,swim,walk
19,Doyf4BCTAGKcZo7rC,a person flying,jump,walk
19,EaHFpvRKrAeZqnBz6,"a rectangle and then a triangle, and then a square, and then the rectangle, and then a triangle and then a triangle",swim,hold
19,F35AwXNeMjhzbWkKq,Somebody with a square head that's balancing on a triangle thing with triangle legs,walk,hold
19,GCpwyMdn9qNTNhyqf,Person,jump,walk
19,GdxgdDaNrmnpHhnSc,A person,hold,swim
19,KPBNaTzQ8rxDECjgD,the person,jump,hold
19,MNMWiBjzQi8sZSRsW,square,walk,swim
19,R83tnLDcgGTD3F4SR,people holding a box and a dirt is in the box,hold,swim
19,RZu2haHpawM28eRuK,A walk,walk,hold
19,S9c9v6fAqdxuedydx,Someone jumping,jump,swim
19,TDdHXhZK29W9z7d8H,A kite,jump,swim
19,WcEaqZRmgk5YCnxPZ,"the doggy, a person",hold,swim
19,XA9YvXhM83Tack4qy,a human,hold,swim
19,XHYAxKnSNRMEbigrq,boat,swim,hold
19,ZdZx6K6ecNYj9KbGY,a monster,hold,swim
19,eqxTepQjfWyhW5s7a,the triangle,hold,jump
19,iRoAhttnXMgZ4Fw3x,a person walking,walk,jump
19,ku3ztvaAALvwJNEFk,a person is walking,walk,jump
19,mA6x3S2KxjWJRLBhv,a man who’s bending and holding a triangle,hold,swim
19,n2qx434RYW8fxnEbP,the one that’s jumping,walk,jump
19,pxT5YubmAaAEgd9T9,a boat,swim,hold
19,sfLKxjjG6efGYekzK,"a person, and he has no thing in his hand, walking",walk,jump
19,uT4ySBFpCWunpYMmn,"it has feet, a person with a head that's square",walk,jump
19,uidAFavaAGAqJ8HYY,somebody walking,walk,swim
19,xwPovSuJgpqMFZruP,"Someone holding a cup, a person",hold,walk
19,yNxLuQYs99rgcor8k,pointy shoulders,jump,hold
19,yubEzRSKnPkFZDJWS,A person,walk,swim
