gameId,target,distractor,trialNum,targetNum,repNum,response,correct,time,listener,speaker,game
ymmWkP9LexXqZPujp,jump,swim,12,2,2,jump,true,24796,id49,id50,game59
ymmWkP9LexXqZPujp,walk,swim,13,3,2,walk,true,13716,id50,id49,game59
8PWtSpgpocS3Jvzph,banana,apple,0,NA,NA,banana,true,39024,id51,id52,game60
8PWtSpgpocS3Jvzph,bird,dog,1,NA,NA,bird,true,9759,id52,id51,game60
8PWtSpgpocS3Jvzph,jump,walk,2,0,0,jump,true,25662,id51,id52,game60
8PWtSpgpocS3Jvzph,hold,swim,3,1,0,swim,false,401,id52,id51,game60
8PWtSpgpocS3Jvzph,walk,hold,4,2,0,walk,true,19197,id51,id52,game60
8PWtSpgpocS3Jvzph,swim,walk,5,3,0,swim,true,13543,id52,id51,game60
8PWtSpgpocS3Jvzph,swim,walk,6,0,1,swim,true,36077,id51,id52,game60
8PWtSpgpocS3Jvzph,jump,hold,7,1,1,jump,true,26515,id52,id51,game60
8PWtSpgpocS3Jvzph,walk,swim,8,2,1,walk,true,23683,id51,id52,game60
8PWtSpgpocS3Jvzph,hold,jump,9,3,1,hold,true,14764,id52,id51,game60
8PWtSpgpocS3Jvzph,walk,hold,10,0,2,hold,false,34142,id51,id52,game60
8PWtSpgpocS3Jvzph,jump,swim,11,1,2,jump,true,13767,id52,id51,game60
8PWtSpgpocS3Jvzph,hold,jump,12,2,2,hold,true,37400,id51,id52,game60
8PWtSpgpocS3Jvzph,swim,hold,13,3,2,swim,true,12792,id52,id51,game60
gF7PeenLLsSHsF4CG,dog,apple,0,NA,NA,apple,false,8586,id54,id53,game61
gF7PeenLLsSHsF4CG,bird,banana,1,NA,NA,bird,true,16784,id53,id54,game61
gF7PeenLLsSHsF4CG,hold,jump,2,0,0,hold,true,18066,id54,id53,game61
gF7PeenLLsSHsF4CG,swim,walk,3,1,0,swim,true,35907,id53,id54,game61
gF7PeenLLsSHsF4CG,walk,swim,4,2,0,walk,true,11912,id54,id53,game61
gF7PeenLLsSHsF4CG,jump,walk,5,3,0,jump,true,13818,id53,id54,game61
gF7PeenLLsSHsF4CG,swim,hold,6,0,1,swim,true,8953,id54,id53,game61
gF7PeenLLsSHsF4CG,jump,walk,7,1,1,jump,true,10812,id53,id54,game61
gF7PeenLLsSHsF4CG,walk,hold,8,2,1,walk,true,8087,id54,id53,game61
gF7PeenLLsSHsF4CG,hold,jump,9,3,1,hold,true,70980,id53,id54,game61
gF7PeenLLsSHsF4CG,walk,jump,10,0,2,walk,true,10750,id54,id53,game61
gF7PeenLLsSHsF4CG,jump,hold,11,1,2,jump,true,10476,id53,id54,game61
gF7PeenLLsSHsF4CG,swim,jump,12,2,2,swim,true,6010,id54,id53,game61
gF7PeenLLsSHsF4CG,hold,walk,13,3,2,hold,true,10805,id53,id54,game61
agWGBnw35ByLviSnF,bird,dog,0,NA,NA,bird,true,62784,id56,id55,game62
agWGBnw35ByLviSnF,apple,banana,1,NA,NA,apple,true,11534,id55,id56,game62
agWGBnw35ByLviSnF,hold,swim,2,0,0,swim,false,18317,id56,id55,game62
agWGBnw35ByLviSnF,walk,swim,3,1,0,walk,true,8512,id55,id56,game62
agWGBnw35ByLviSnF,swim,walk,4,2,0,swim,true,23290,id56,id55,game62
euCvEekqCAQC9sfav,apple,bird,0,NA,NA,apple,true,14366,id57,id58,game63
euCvEekqCAQC9sfav,banana,dog,1,NA,NA,banana,true,6849,id58,id57,game63
euCvEekqCAQC9sfav,jump,walk,2,0,0,walk,false,43851,id57,id58,game63
euCvEekqCAQC9sfav,swim,walk,3,1,0,swim,true,13785,id58,id57,game63
euCvEekqCAQC9sfav,hold,jump,4,2,0,hold,true,21088,id57,id58,game63
euCvEekqCAQC9sfav,walk,swim,5,3,0,walk,true,8321,id58,id57,game63
euCvEekqCAQC9sfav,jump,hold,6,0,1,hold,false,21098,id57,id58,game63
euCvEekqCAQC9sfav,swim,hold,7,1,1,swim,true,10255,id58,id57,game63
euCvEekqCAQC9sfav,walk,hold,8,2,1,walk,true,25631,id57,id58,game63
euCvEekqCAQC9sfav,hold,jump,9,3,1,hold,true,11548,id58,id57,game63
euCvEekqCAQC9sfav,swim,walk,10,0,2,swim,true,10296,id57,id58,game63
euCvEekqCAQC9sfav,jump,walk,11,1,2,jump,true,22595,id58,id57,game63
euCvEekqCAQC9sfav,walk,jump,12,2,2,walk,true,18592,id57,id58,game63
euCvEekqCAQC9sfav,hold,jump,13,3,2,hold,true,6148,id58,id57,game63
