gameId,target,distractor,trial,targetNum,repNum,response,correct,listener,speaker,game,exclude,exclusion_reason,words,all_words,type,expt,speaker_gender,speaker_age,listener_gender,listener_age,time.sec
baPLK5TnMYMSDvksA,hold,swim,7,3,1,hold,1,id40,id39,game54,NA,NA,12,13,block 2,1,male,53,female,59,45.033
baPLK5TnMYMSDvksA,hold,swim,8,0,2,swim,0,id39,id40,game54,NA,NA,2,2,block 3,1,female,59,male,53,7.381
baPLK5TnMYMSDvksA,swim,walk,9,1,2,swim,1,id40,id39,game54,NA,NA,4,4,block 3,1,male,53,female,59,11.879
baPLK5TnMYMSDvksA,walk,swim,10,2,2,walk,1,id39,id40,game54,NA,NA,2,2,block 3,1,female,59,male,53,5.136
baPLK5TnMYMSDvksA,jump,swim,11,3,2,jump,1,id40,id39,game54,NA,NA,2,2,block 3,1,male,53,female,59,17.559
qL2AxZnRykJWLDA7H,swim,jump,0,0,0,swim,1,id42,id41,game55,NA,NA,2,2,block 1,1,female,56,female,52,31.514
qL2AxZnRykJWLDA7H,hold,swim,1,1,0,hold,1,id41,id42,game55,NA,NA,4,4,block 1,1,female,52,female,56,24.101
qL2AxZnRykJWLDA7H,jump,hold,2,2,0,jump,1,id42,id41,game55,NA,NA,2,2,block 1,1,female,56,female,52,77.635
qL2AxZnRykJWLDA7H,walk,hold,3,3,0,walk,1,id41,id42,game55,NA,NA,3,3,block 1,1,female,52,female,56,13.285
qL2AxZnRykJWLDA7H,walk,hold,4,0,1,walk,1,id42,id41,game55,NA,NA,3,3,block 2,1,female,56,female,52,20.367
qL2AxZnRykJWLDA7H,hold,walk,5,1,1,hold,1,id41,id42,game55,NA,NA,3,3,block 2,1,female,52,female,56,20.67
qL2AxZnRykJWLDA7H,jump,hold,6,2,1,hold,0,id42,id41,game55,NA,NA,2,2,block 2,1,female,56,female,52,39.539
qL2AxZnRykJWLDA7H,swim,hold,7,3,1,swim,1,id41,id42,game55,NA,NA,4,5,block 2,1,female,52,female,56,23.832
qL2AxZnRykJWLDA7H,hold,jump,8,0,2,hold,1,id42,id41,game55,NA,NA,2,2,block 3,1,female,56,female,52,19.601
qL2AxZnRykJWLDA7H,swim,jump,9,1,2,swim,1,id41,id42,game55,NA,NA,2,2,block 3,1,female,52,female,56,11.227
qL2AxZnRykJWLDA7H,walk,hold,10,2,2,walk,1,id42,id41,game55,NA,NA,2,2,block 3,1,female,56,female,52,23.039
Yrc2wiX7ZxZFS2wX6,hold,swim,0,0,0,hold,1,id44,id43,game56,NA,NA,1,1,block 1,1,male,48,female,61,13.768
Yrc2wiX7ZxZFS2wX6,walk,hold,1,1,0,walk,1,id43,id44,game56,NA,NA,2,2,block 1,1,female,61,male,48,14.413
Yrc2wiX7ZxZFS2wX6,jump,hold,2,2,0,jump,1,id44,id43,game56,NA,NA,3,3,block 1,1,male,48,female,61,13.151
Yrc2wiX7ZxZFS2wX6,swim,jump,3,3,0,swim,1,id43,id44,game56,NA,NA,2,2,block 1,1,female,61,male,48,23.047
Yrc2wiX7ZxZFS2wX6,walk,swim,4,0,1,walk,1,id44,id43,game56,NA,NA,2,2,block 2,1,male,48,female,61,12.93
Yrc2wiX7ZxZFS2wX6,swim,hold,5,1,1,swim,1,id43,id44,game56,NA,NA,2,2,block 2,1,female,61,male,48,9.832
Yrc2wiX7ZxZFS2wX6,jump,swim,6,2,1,swim,0,id44,id43,game56,NA,NA,2,2,block 2,1,male,48,female,61,11.052
